date,branch_id,product_id,quantity_sold,selling_price,cost_price,current_stock,month,festival_flag
2025-04-04,B40,P113,12,251,175,187,4,0
2025-01-06,B36,P105,43,757,622,562,1,0
2025-08-25,B09,P120,59,943,716,444,8,0
2025-09-04,B46,P120,63,409,293,290,9,0
2025-06-30,B16,P117,63,747,642,310,6,0
2025-11-30,B40,P113,43,489,421,104,11,1
2025-11-05,B28,P102,88,576,394,677,11,1
2025-07-25,B14,P106,32,312,231,801,7,0
2025-06-28,B17,P112,19,836,599,150,6,0
2025-06-14,B21,P110,19,83,60,163,6,0
2025-03-28,B20,P101,147,30,27,653,3,1
2025-12-22,B14,P107,81,849,666,305,12,1
2025-07-08,B47,P118,42,31,26,457,7,0
2025-10-04,B01,P103,93,369,279,599,10,1
2025-08-18,B09,P101,49,312,212,636,8,0
2025-05-24,B32,P116,71,122,87,799,5,0
2025-06-06,B06,P109,35,619,456,172,6,0
2025-03-29,B13,P102,137,474,388,749,3,1
2025-01-16,B10,P111,78,351,289,957,1,0
2025-11-27,B36,P112,128,108,77,871,11,1
2025-11-23,B13,P112,33,718,575,262,11,1
2025-05-07,B40,P102,26,1052,732,618,5,0
2025-12-14,B26,P109,71,840,727,712,12,1
2025-04-01,B45,P110,51,280,196,642,4,0
2025-01-07,B25,P107,41,1022,793,275,1,0
2025-05-19,B03,P105,18,515,372,605,5,0
2025-08-13,B13,P106,50,182,161,260,8,0
2025-05-03,B49,P101,75,1094,748,585,5,0
2025-11-16,B06,P120,86,913,735,163,11,1
2025-03-12,B28,P110,35,820,581,298,3,1
2025-08-28,B01,P104,54,190,135,440,8,0
2025-03-13,B25,P105,59,374,304,461,3,1
2025-08-31,B28,P118,42,605,464,922,8,0
2025-06-01,B04,P102,40,427,288,190,6,0
2025-11-11,B45,P114,191,309,222,990,11,1
2025-03-29,B06,P104,118,716,532,170,3,1
2025-06-04,B07,P106,16,869,615,248,6,0
2025-04-13,B01,P110,76,174,130,450,4,0
2025-12-15,B21,P106,55,61,46,709,12,1
2025-08-19,B08,P119,63,595,488,923,8,0
2025-05-05,B03,P108,72,52,46,818,5,0
2025-04-28,B22,P110,47,81,57,952,4,0
2025-10-18,B37,P109,108,55,49,936,10,1
2025-05-27,B46,P120,50,319,254,517,5,0
2025-07-02,B40,P118,27,155,106,771,7,0
2025-05-09,B32,P105,15,890,794,137,5,0
2025-03-09,B09,P116,106,216,166,112,3,1
2025-12-07,B03,P120,76,639,512,132,12,1
2025-04-09,B06,P114,27,89,64,994,4,0
2025-01-18,B08,P108,44,1020,698,597,1,0
2025-06-05,B47,P106,52,560,426,820,6,0
2025-03-11,B07,P102,93,654,502,873,3,1
2025-03-28,B10,P109,85,150,136,335,3,1
2025-01-19,B16,P101,30,1134,763,366,1,0
2025-08-17,B06,P120,55,506,433,319,8,0
2025-12-23,B48,P118,87,567,498,346,12,1
2025-01-07,B08,P120,56,901,688,285,1,0
2025-06-13,B23,P110,46,962,787,503,6,0
2025-06-17,B35,P101,41,184,144,825,6,0
2025-09-03,B16,P108,28,80,65,383,9,0
2025-04-25,B31,P104,62,203,167,913,4,0
2025-11-11,B35,P104,135,372,300,372,11,1
2025-01-15,B26,P103,42,185,163,611,1,0
2025-06-11,B08,P112,47,978,745,354,6,0
2025-12-22,B36,P104,83,991,683,152,12,1
2025-08-12,B09,P119,40,327,228,196,8,0
2025-07-30,B29,P117,51,336,248,268,7,0
2025-09-12,B12,P120,20,694,582,207,9,0
2025-02-05,B23,P106,49,416,311,584,2,0
2025-12-07,B02,P109,104,631,481,301,12,1
2025-09-25,B04,P120,63,162,112,468,9,0
2025-12-14,B04,P116,27,662,594,494,12,1
2025-01-12,B19,P119,72,287,238,122,1,0
2025-12-08,B14,P113,194,51,44,135,12,1
2025-06-14,B01,P102,51,964,726,191,6,0
2025-04-01,B16,P114,39,188,127,116,4,0
2025-08-10,B42,P115,11,475,369,140,8,0
2025-07-25,B46,P112,17,769,631,525,7,0
2025-11-13,B10,P111,131,538,453,788,11,1
2025-07-24,B07,P113,31,529,385,904,7,0
2025-02-13,B06,P106,78,813,598,652,2,0
2025-02-10,B20,P105,42,850,607,248,2,0
2025-03-10,B09,P101,79,872,605,366,3,1
2025-07-30,B34,P111,51,747,588,213,7,0
2025-01-31,B35,P105,74,1038,771,998,1,0
2025-05-12,B32,P109,25,253,184,849,5,0
2025-07-01,B10,P119,29,998,706,496,7,0
2025-11-19,B40,P103,145,244,184,246,11,1
2025-01-09,B47,P104,69,705,500,344,1,0
2025-12-23,B33,P108,101,890,658,368,12,1
2025-11-03,B37,P119,112,159,136,283,11,1
2025-03-22,B35,P115,22,265,213,515,3,1
2025-10-03,B18,P108,82,350,252,682,10,1
2025-09-02,B06,P111,66,388,271,614,9,0
2025-10-31,B50,P111,129,138,95,976,10,1
2025-04-06,B24,P120,10,868,633,889,4,0
2025-08-09,B40,P106,69,222,161,931,8,0
2025-11-24,B45,P114,143,277,231,618,11,1
2025-04-12,B18,P115,23,840,593,560,4,0
2025-12-24,B24,P109,96,792,538,702,12,1
2025-08-14,B40,P115,64,925,743,789,8,0
2025-06-15,B15,P104,38,430,315,985,6,0
2025-04-25,B34,P110,77,229,196,480,4,0
2025-10-02,B09,P111,125,58,51,860,10,1
2025-07-07,B16,P118,19,504,381,933,7,0
2025-03-09,B17,P110,114,861,576,778,3,1
2025-10-17,B06,P119,107,332,248,985,10,1
2025-03-14,B07,P116,82,916,751,677,3,1
2025-12-14,B34,P108,123,1030,688,904,12,1
2025-08-18,B27,P109,43,735,630,386,8,0
2025-05-12,B46,P110,33,590,407,393,5,0
2025-07-29,B19,P111,17,33,23,555,7,0
2025-06-15,B24,P102,17,950,683,161,6,0
2025-10-09,B20,P118,119,966,721,530,10,1
2025-01-10,B28,P117,66,614,519,588,1,0
2025-05-06,B24,P111,18,85,69,479,5,0
2025-11-24,B38,P116,162,592,477,505,11,1
2025-11-22,B25,P109,117,615,529,159,11,1
2025-02-21,B25,P103,25,582,457,190,2,0
2025-01-09,B29,P120,59,591,489,480,1,0
2025-12-01,B38,P113,140,468,331,765,12,1
2025-10-31,B05,P116,38,971,681,751,10,1
2025-08-06,B39,P110,10,404,299,874,8,0
2025-04-28,B15,P107,56,878,600,768,4,0
2025-09-19,B05,P120,62,909,640,119,9,0
2025-10-08,B04,P109,61,434,362,141,10,1
2025-02-03,B42,P114,39,920,670,970,2,0
2025-08-29,B34,P108,27,703,573,747,8,0
2025-06-16,B44,P103,48,490,425,713,6,0
2025-04-24,B36,P107,35,731,569,636,4,0
2025-10-01,B31,P106,55,318,274,361,10,1
2025-02-01,B13,P113,28,574,468,986,2,0
2025-07-05,B20,P114,24,652,445,139,7,0
2025-06-13,B44,P101,75,294,253,299,6,0
2025-07-08,B18,P103,78,654,466,547,7,0
2025-01-07,B49,P114,56,639,430,879,1,0
2025-11-08,B11,P119,101,546,405,480,11,1
2025-07-23,B30,P105,34,652,451,580,7,0
2025-11-29,B46,P119,62,970,675,528,11,1
2025-10-06,B50,P112,75,648,505,942,10,1
2025-09-14,B24,P106,50,182,136,859,9,0
2025-01-04,B37,P116,43,868,788,668,1,0
2025-03-05,B46,P115,86,1031,727,888,3,1
2025-11-14,B28,P106,41,550,487,308,11,1
2025-01-05,B48,P109,60,446,392,130,1,0
2025-11-10,B18,P116,78,360,282,532,11,1
2025-06-19,B43,P102,13,760,670,133,6,0
2025-10-07,B44,P116,115,814,570,810,10,1
2025-10-31,B22,P102,66,322,232,915,10,1
2025-02-14,B37,P109,17,532,469,623,2,0
2025-02-07,B38,P110,76,283,235,395,2,0
2025-10-17,B33,P113,84,628,438,886,10,1
2025-05-11,B48,P107,14,681,512,618,5,0
2025-01-08,B09,P111,72,697,485,195,1,0
2025-11-08,B15,P110,43,188,160,668,11,1
2025-10-13,B11,P113,24,755,579,513,10,1
2025-03-20,B46,P110,113,1121,754,337,3,1
2025-01-26,B41,P106,38,439,322,662,1,0
2025-07-21,B37,P115,21,707,563,405,7,0
2025-07-01,B42,P102,66,331,284,657,7,0
2025-05-25,B48,P105,11,130,110,646,5,0
2025-07-27,B06,P114,72,688,483,114,7,0
2025-10-27,B42,P104,26,202,163,368,10,1
2025-01-14,B45,P105,77,772,661,622,1,0
2025-05-09,B48,P101,77,539,405,787,5,0
2025-06-25,B22,P106,54,309,215,265,6,0
2025-03-29,B30,P112,120,196,146,650,3,1
2025-10-23,B13,P104,32,586,396,949,10,1
2025-04-19,B48,P117,78,439,340,213,4,0
2025-05-20,B12,P117,51,521,387,849,5,0
2025-07-20,B16,P115,53,621,546,956,7,0
2025-05-29,B08,P111,55,849,642,588,5,0
2025-12-04,B46,P119,117,498,397,769,12,1
2025-10-18,B06,P109,74,623,517,332,10,1
2025-10-05,B05,P103,62,300,260,423,10,1
2025-01-21,B25,P105,56,115,104,764,1,0
2025-01-02,B11,P107,14,892,774,980,1,0
2025-04-03,B05,P113,65,638,440,525,4,0
2025-12-19,B31,P117,83,399,282,680,12,1
2025-07-06,B37,P107,76,102,76,695,7,0
2025-09-03,B07,P106,78,493,401,116,9,0
2025-01-01,B46,P117,78,232,164,295,1,0
2025-02-06,B45,P102,11,775,600,680,2,0
2025-02-10,B35,P106,22,795,623,667,2,0
2025-08-22,B08,P106,56,695,599,918,8,0
2025-06-12,B19,P102,18,600,414,223,6,0
2025-03-14,B34,P120,130,941,772,467,3,1
2025-04-14,B44,P111,11,413,360,343,4,0
2025-07-11,B20,P106,73,879,659,252,7,0
2025-04-04,B49,P106,76,667,551,237,4,0
2025-12-17,B14,P104,86,665,466,532,12,1
2025-04-16,B05,P120,54,894,669,836,4,0
2025-05-22,B49,P108,70,1005,714,416,5,0
2025-03-11,B43,P120,90,815,710,865,3,1
2025-02-27,B35,P102,28,400,330,395,2,0
2025-01-22,B08,P109,27,68,61,928,1,0
2025-04-19,B25,P116,30,766,532,202,4,0
2025-07-07,B04,P101,10,622,506,892,7,0
2025-03-25,B22,P103,87,67,54,877,3,1
2025-08-28,B29,P119,20,28,22,295,8,0
2025-10-23,B42,P112,63,572,392,543,10,1
2025-04-02,B21,P109,54,467,408,906,4,0
2025-07-29,B41,P109,47,476,416,179,7,0
2025-09-06,B42,P112,30,872,591,173,9,0
2025-08-16,B40,P110,67,896,607,240,8,0
2025-07-17,B02,P103,61,790,621,754,7,0
2025-11-15,B17,P106,78,297,242,477,11,1
2025-08-04,B02,P105,74,315,218,198,8,0
2025-07-20,B43,P104,56,296,217,197,7,0
2025-03-31,B12,P112,20,811,594,674,3,1
2025-01-04,B18,P102,19,36,31,486,1,0
2025-07-15,B45,P111,72,668,561,503,7,0
2025-05-23,B12,P116,78,562,479,576,5,0
2025-07-24,B09,P111,70,392,267,476,7,0
2025-10-08,B47,P119,77,1019,788,144,10,1
2025-11-09,B09,P102,135,862,621,791,11,1
2025-08-11,B35,P114,11,846,655,403,8,0
2025-06-26,B16,P118,16,377,304,242,6,0
2025-10-26,B23,P108,134,214,175,124,10,1
2025-05-01,B13,P120,34,677,493,433,5,0
2025-03-25,B43,P118,134,646,486,634,3,1
2025-02-23,B05,P104,43,611,459,812,2,0
2025-08-04,B14,P109,12,689,573,596,8,0
2025-10-23,B46,P104,102,922,653,565,10,1
2025-06-02,B03,P110,54,649,468,666,6,0
2025-06-10,B27,P108,18,475,360,783,6,0
2025-08-17,B07,P105,34,506,438,373,8,0
2025-03-01,B12,P106,49,553,456,974,3,1
2025-10-27,B07,P105,85,494,394,554,10,1
2025-11-26,B33,P105,68,879,650,593,11,1
2025-05-04,B39,P118,41,385,284,603,5,0
2025-07-19,B38,P108,70,354,238,613,7,0
2025-03-23,B36,P112,53,219,189,565,3,1
2025-11-09,B04,P103,161,115,100,122,11,1
2025-04-04,B06,P101,62,31,25,722,4,0
2025-08-22,B05,P108,44,376,279,302,8,0
2025-10-02,B24,P110,68,311,210,507,10,1
2025-09-02,B22,P104,38,584,439,175,9,0
2025-02-04,B07,P119,49,1138,796,815,2,0
2025-10-22,B08,P120,95,526,452,431,10,1
2025-08-04,B45,P116,60,810,690,972,8,0
2025-12-25,B26,P108,32,106,78,551,12,1
2025-10-09,B24,P120,42,1118,780,943,10,1
2025-12-16,B38,P120,153,802,691,960,12,1
2025-01-17,B41,P115,36,517,391,610,1,0
2025-12-23,B38,P118,187,125,95,542,12,1
2025-08-09,B21,P119,76,217,150,931,8,0
2025-06-28,B10,P105,44,35,27,992,6,0
2025-01-10,B44,P104,46,529,403,452,1,0
2025-03-23,B38,P115,147,557,434,127,3,1
2025-05-16,B38,P117,20,909,762,253,5,0
2025-03-30,B17,P105,171,717,624,231,3,1
2025-04-20,B47,P106,65,718,569,389,4,0
2025-04-24,B34,P104,70,231,162,534,4,0
2025-08-28,B39,P105,36,1006,734,468,8,0
2025-05-18,B28,P113,11,318,278,433,5,0
2025-07-28,B33,P109,76,556,493,781,7,0
2025-04-10,B13,P116,51,395,352,773,4,0
2025-12-18,B15,P104,34,212,184,526,12,1
2025-03-07,B20,P105,76,34,28,547,3,1
2025-02-11,B50,P112,36,396,358,408,2,0
2025-03-07,B19,P116,23,957,757,161,3,1
2025-03-30,B37,P102,70,508,376,619,3,1
2025-05-20,B02,P102,41,252,214,621,5,0
2025-02-28,B21,P104,56,759,617,683,2,0
2025-03-12,B43,P118,70,591,466,284,3,1
2025-10-24,B27,P107,69,241,212,369,10,1
2025-09-15,B19,P113,74,77,69,477,9,0
2025-03-06,B40,P115,26,146,114,834,3,1
2025-04-18,B29,P103,45,930,765,426,4,0
2025-01-19,B22,P103,58,238,192,556,1,0
2025-07-08,B04,P106,43,219,177,682,7,0
2025-06-12,B41,P110,70,1016,729,485,6,0
2025-08-11,B13,P101,14,395,338,218,8,0
2025-02-17,B12,P106,39,204,153,407,2,0
2025-07-17,B10,P113,23,638,465,753,7,0
2025-01-07,B18,P119,71,809,542,824,1,0
2025-04-27,B01,P108,28,161,122,687,4,0
2025-05-01,B37,P117,50,349,310,741,5,0
2025-08-14,B47,P109,20,685,575,471,8,0
2025-08-04,B04,P113,51,313,243,301,8,0
2025-11-25,B18,P109,61,238,173,762,11,1
2025-11-17,B32,P113,88,884,681,397,11,1
2025-01-10,B01,P112,71,346,297,240,1,0
2025-06-23,B42,P110,36,574,479,501,6,0
2025-03-12,B02,P108,41,74,59,215,3,1
2025-11-29,B12,P117,157,1022,720,727,11,1
2025-12-03,B13,P113,130,550,372,987,12,1
2025-06-15,B38,P106,79,125,87,756,6,0
2025-01-06,B09,P111,47,372,274,180,1,0
2025-07-03,B42,P119,22,580,513,229,7,0
2025-05-08,B48,P101,46,530,450,940,5,0
2025-01-07,B01,P108,77,100,78,613,1,0
2025-04-15,B02,P119,71,638,438,277,4,0
2025-03-08,B03,P111,70,348,278,841,3,1
2025-08-05,B16,P116,55,266,210,111,8,0
2025-08-26,B35,P112,76,303,217,945,8,0
2025-11-22,B35,P117,139,150,118,699,11,1
2025-06-25,B48,P119,72,815,573,138,6,0
2025-08-14,B29,P115,35,911,749,748,8,0
2025-02-07,B22,P108,71,501,431,875,2,0
2025-07-03,B40,P104,30,983,751,776,7,0
2025-03-19,B22,P103,23,294,238,528,3,1
2025-02-03,B45,P118,80,39,29,746,2,0
2025-02-20,B04,P117,40,872,727,186,2,0
2025-09-08,B43,P106,60,804,548,540,9,0
2025-01-06,B23,P101,56,630,470,164,1,0
2025-12-13,B04,P102,84,1113,793,471,12,1
2025-05-27,B36,P116,80,937,772,901,5,0
2025-03-19,B33,P103,126,157,107,660,3,1
2025-08-02,B09,P113,80,244,184,162,8,0
2025-05-10,B39,P115,55,842,655,305,5,0
2025-06-25,B40,P114,30,209,153,765,6,0
2025-06-28,B07,P103,62,348,254,961,6,0
2025-11-19,B09,P120,28,73,57,441,11,1
2025-12-24,B30,P108,43,180,134,183,12,1
2025-09-24,B21,P104,31,138,122,543,9,0
2025-02-05,B46,P117,30,765,552,276,2,0
2025-06-27,B50,P111,70,714,483,286,6,0
2025-05-28,B49,P109,24,146,124,488,5,0
2025-10-27,B46,P113,97,692,580,543,10,1
2025-06-04,B14,P116,12,281,191,954,6,0
2025-04-12,B19,P109,49,189,131,907,4,0
2025-11-24,B49,P119,137,66,48,193,11,1
2025-02-09,B22,P104,26,1034,759,130,2,0
2025-04-09,B22,P101,34,375,321,517,4,0
2025-10-17,B47,P101,18,467,331,802,10,1
2025-04-26,B25,P105,47,462,417,658,4,0
2025-01-26,B35,P117,42,752,616,257,1,0
2025-11-28,B45,P118,92,219,154,879,11,1
2025-12-12,B31,P110,110,279,217,184,12,1
2025-04-30,B37,P118,62,706,581,996,4,0
2025-12-27,B32,P107,95,156,134,255,12,1
2025-06-23,B48,P107,42,351,274,638,6,0
2025-10-26,B15,P114,144,629,568,373,10,1
2025-05-19,B09,P118,68,746,516,535,5,0
2025-09-15,B05,P104,70,616,520,459,9,0
2025-09-19,B27,P114,29,715,534,492,9,0
2025-08-12,B18,P114,60,50,38,564,8,0
2025-05-11,B32,P105,25,328,255,809,5,0
2025-04-24,B10,P103,47,826,725,278,4,0
2025-09-11,B04,P120,38,527,376,812,9,0
2025-03-09,B21,P109,120,253,169,119,3,1
2025-05-14,B47,P102,42,335,268,965,5,0
2025-03-22,B40,P106,148,619,523,875,3,1
2025-05-31,B33,P105,54,82,65,376,5,0
2025-02-05,B12,P112,40,436,303,767,2,0
2025-10-25,B04,P108,135,94,68,559,10,1
2025-03-21,B37,P102,58,397,333,310,3,1
2025-04-09,B17,P101,80,150,120,980,4,0
2025-01-16,B10,P102,52,629,553,697,1,0
2025-07-04,B22,P118,74,125,86,240,7,0
2025-11-14,B42,P116,162,402,290,266,11,1
2025-12-17,B31,P105,76,445,336,312,12,1
2025-06-12,B50,P115,14,1058,790,285,6,0
2025-05-30,B37,P113,62,617,541,869,5,0
2025-04-15,B27,P113,54,859,625,913,4,0
2025-09-09,B06,P112,68,579,410,763,9,0
2025-11-09,B08,P112,67,253,188,150,11,1
2025-02-18,B01,P113,49,333,229,272,2,0
2025-02-12,B19,P112,18,381,331,698,2,0
2025-10-05,B14,P106,75,981,791,325,10,1
2025-01-24,B46,P102,63,387,282,280,1,0
2025-06-19,B36,P113,23,73,66,272,6,0
2025-01-31,B19,P118,12,468,365,770,1,0
2025-03-01,B32,P105,124,715,625,523,3,1
2025-11-17,B36,P112,20,662,457,564,11,1
2025-04-23,B18,P116,45,710,566,185,4,0
2025-01-25,B20,P101,65,226,184,861,1,0
2025-02-10,B46,P120,30,487,328,376,2,0
2025-09-27,B10,P120,48,678,487,271,9,0
2025-09-03,B44,P112,47,640,502,518,9,0
2025-03-10,B40,P112,65,827,591,449,3,1
2025-09-12,B35,P104,16,749,520,989,9,0
2025-02-14,B16,P118,80,1009,694,686,2,0
2025-10-05,B05,P110,75,957,657,178,10,1
2025-07-28,B42,P107,51,849,593,709,7,0
2025-08-20,B04,P119,37,966,746,171,8,0
2025-01-19,B40,P117,16,562,430,194,1,0
2025-10-23,B17,P103,21,419,355,329,10,1
2025-03-11,B26,P112,84,824,665,501,3,1
2025-04-26,B33,P114,31,94,70,664,4,0
2025-08-29,B47,P111,19,653,508,745,8,0
2025-05-03,B46,P113,32,101,81,781,5,0
2025-07-07,B48,P111,51,166,111,609,7,0
2025-07-06,B22,P111,76,140,108,580,7,0
2025-09-09,B23,P112,16,1113,762,660,9,0
2025-05-14,B27,P110,22,958,727,717,5,0
2025-04-11,B36,P118,27,606,420,379,4,0
2025-02-08,B39,P115,17,176,126,922,2,0
2025-01-06,B19,P101,58,258,187,625,1,0
2025-05-26,B21,P117,47,322,252,177,5,0
2025-10-12,B23,P105,37,776,617,735,10,1
2025-11-15,B09,P118,135,523,431,169,11,1
2025-10-19,B12,P109,31,632,497,894,10,1
2025-12-09,B02,P102,29,993,702,254,12,1
2025-09-14,B25,P101,40,624,463,374,9,0
2025-04-06,B06,P109,18,75,57,100,4,0
2025-10-16,B19,P114,68,332,238,297,10,1
2025-01-27,B24,P120,12,592,454,549,1,0
2025-02-09,B50,P113,26,599,416,391,2,0
2025-01-13,B34,P101,15,65,47,514,1,0
2025-11-15,B13,P101,70,782,706,427,11,1
2025-01-14,B40,P109,59,359,276,779,1,0
2025-10-22,B06,P111,123,472,394,321,10,1
2025-12-19,B33,P116,81,477,334,467,12,1
2025-01-03,B10,P116,29,553,463,301,1,0
2025-02-07,B50,P120,37,460,357,483,2,0
2025-05-01,B34,P111,50,176,121,257,5,0
2025-01-26,B42,P117,26,900,742,337,1,0
2025-02-22,B06,P106,76,626,439,329,2,0
2025-05-15,B12,P112,68,910,761,954,5,0
2025-04-24,B37,P119,36,336,229,959,4,0
2025-04-19,B40,P115,66,804,576,464,4,0
2025-09-20,B30,P107,53,907,757,258,9,0
2025-03-23,B36,P104,47,159,113,930,3,1
2025-04-05,B37,P118,52,601,475,734,4,0
2025-08-26,B27,P102,20,1149,781,351,8,0
2025-09-17,B06,P105,72,485,342,621,9,0
2025-01-15,B05,P105,27,746,564,224,1,0
2025-12-05,B43,P108,37,441,384,376,12,1
2025-06-27,B05,P119,47,934,666,844,6,0
2025-01-08,B11,P110,15,160,124,815,1,0
2025-01-22,B43,P114,36,801,684,275,1,0
2025-06-12,B21,P120,14,523,387,715,6,0
2025-04-04,B07,P120,70,370,265,493,4,0
2025-10-18,B45,P114,81,316,225,465,10,1
2025-03-17,B25,P102,22,79,58,141,3,1
2025-04-20,B48,P107,30,240,182,519,4,0
2025-04-06,B48,P101,37,881,647,198,4,0
2025-12-09,B50,P103,114,920,670,965,12,1
2025-06-07,B24,P109,71,807,709,154,6,0
2025-12-12,B14,P116,93,1046,792,616,12,1
2025-08-05,B17,P106,64,414,329,144,8,0
2025-12-23,B05,P108,84,56,41,842,12,1
2025-11-01,B11,P111,59,1052,795,943,11,1
2025-10-27,B11,P109,100,894,610,555,10,1
2025-04-07,B24,P118,44,289,209,893,4,0
2025-10-18,B01,P106,33,751,633,452,10,1
2025-04-26,B03,P109,53,641,567,671,4,0
2025-05-16,B37,P104,59,569,513,601,5,0
2025-10-20,B04,P114,111,729,609,125,10,1
2025-04-03,B42,P112,22,66,51,343,4,0
2025-01-03,B45,P109,30,408,278,620,1,0
2025-10-08,B47,P105,135,550,395,121,10,1
2025-08-20,B24,P103,50,38,30,546,8,0
2025-11-15,B37,P108,28,982,791,448,11,1
2025-03-09,B28,P116,78,879,731,905,3,1
2025-03-11,B29,P114,128,334,254,525,3,1
2025-09-29,B37,P114,35,875,639,686,9,0
2025-11-17,B12,P108,135,463,381,359,11,1
2025-11-15,B41,P108,145,645,565,922,11,1
2025-06-08,B28,P108,75,803,710,724,6,0
2025-10-13,B23,P118,42,807,699,449,10,1
2025-05-25,B22,P108,61,73,58,729,5,0
2025-04-21,B38,P103,23,615,523,917,4,0
2025-08-06,B38,P110,63,416,322,330,8,0
2025-06-01,B07,P114,29,451,356,421,6,0
2025-01-13,B11,P109,49,957,760,967,1,0
2025-05-30,B41,P102,65,672,493,105,5,0
2025-07-16,B13,P109,63,552,442,618,7,0
2025-02-18,B12,P103,80,980,720,514,2,0
2025-07-06,B12,P115,29,706,511,875,7,0
2025-01-08,B47,P118,50,609,432,247,1,0
2025-12-26,B45,P116,55,827,553,754,12,1
2025-09-04,B12,P117,67,208,172,867,9,0
2025-04-12,B07,P112,24,273,183,856,4,0
2025-11-02,B08,P119,121,77,62,276,11,1
2025-03-21,B20,P116,170,220,158,750,3,1
2025-01-25,B26,P112,15,134,90,227,1,0
2025-12-04,B42,P116,36,873,640,247,12,1
2025-03-16,B07,P101,23,49,39,170,3,1
2025-02-14,B31,P106,39,532,404,545,2,0
2025-01-18,B31,P101,62,811,656,778,1,0
2025-03-27,B40,P112,75,618,498,817,3,1
2025-02-10,B49,P103,40,152,127,616,2,0
2025-03-24,B12,P115,135,182,138,615,3,1
2025-10-24,B10,P112,167,324,232,603,10,1
2025-03-25,B14,P118,65,206,153,284,3,1
2025-04-13,B10,P120,54,1001,672,581,4,0
2025-04-29,B29,P115,55,416,371,485,4,0
2025-06-05,B50,P104,48,980,784,788,6,0
2025-03-23,B25,P109,117,163,134,602,3,1
2025-10-22,B36,P116,132,198,171,642,10,1
2025-01-17,B37,P102,10,931,754,882,1,0
2025-05-31,B16,P115,66,259,228,281,5,0
2025-06-02,B37,P104,47,649,499,220,6,0
2025-09-29,B09,P116,55,478,420,691,9,0
2025-03-16,B03,P119,108,311,232,569,3,1
2025-08-24,B08,P119,40,1170,790,187,8,0
2025-08-05,B33,P113,42,298,240,338,8,0
2025-05-27,B10,P115,80,810,571,416,5,0
2025-06-30,B12,P113,60,461,316,955,6,0
2025-04-14,B09,P110,60,348,250,682,4,0
2025-01-03,B07,P120,62,260,194,885,1,0
2025-09-07,B09,P115,79,561,494,445,9,0
2025-01-15,B21,P113,16,1132,797,782,1,0
2025-10-10,B17,P104,183,65,55,920,10,1
2025-09-30,B47,P107,11,954,779,300,9,0
2025-08-09,B16,P120,58,534,417,212,8,0
2025-08-20,B44,P113,23,271,241,825,8,0
2025-11-11,B05,P118,129,510,443,379,11,1
2025-03-10,B17,P107,170,38,26,241,3,1
2025-12-20,B42,P117,70,837,746,343,12,1
2025-03-23,B01,P119,45,707,614,888,3,1
2025-05-21,B18,P117,58,618,551,456,5,0
2025-06-19,B40,P102,36,687,467,367,6,0
2025-04-18,B41,P102,66,201,165,596,4,0
2025-08-13,B01,P120,13,403,307,910,8,0
2025-09-02,B38,P114,57,905,640,347,9,0
2025-05-15,B30,P116,38,78,60,880,5,0
2025-12-30,B02,P109,106,31,22,572,12,1
2025-12-31,B10,P107,24,622,549,130,12,1
2025-05-20,B28,P106,76,933,642,655,5,0
2025-10-05,B30,P108,51,802,664,294,10,1
2025-03-18,B06,P106,19,377,309,795,3,1
2025-04-08,B36,P114,36,140,98,509,4,0
2025-12-15,B22,P106,63,249,199,174,12,1
2025-05-12,B37,P119,28,790,532,997,5,0
2025-03-03,B30,P101,29,680,557,753,3,1
2025-07-27,B08,P116,69,156,107,379,7,0
2025-07-10,B21,P112,71,169,124,411,7,0
2025-08-04,B39,P102,16,325,229,903,8,0
2025-12-11,B42,P108,95,603,460,143,12,1
2025-10-19,B37,P106,124,139,114,384,10,1
2025-06-11,B28,P119,73,775,646,307,6,0
2025-02-11,B14,P112,26,390,292,702,2,0
2025-04-01,B13,P107,43,842,644,996,4,0
2025-12-31,B28,P120,159,852,746,135,12,1
2025-12-31,B16,P105,70,917,633,847,12,1
2025-10-19,B36,P117,84,838,660,381,10,1
2025-07-17,B11,P101,31,152,116,945,7,0
2025-01-14,B32,P112,33,231,162,890,1,0
2025-02-07,B07,P105,38,850,594,369,2,0
2025-09-19,B30,P104,52,349,270,903,9,0
2025-09-26,B38,P116,51,614,420,680,9,0
2025-01-28,B23,P101,50,354,246,911,1,0
2025-07-01,B06,P103,77,43,37,208,7,0
2025-06-15,B11,P111,60,779,538,742,6,0
2025-04-28,B29,P119,35,729,613,506,4,0
2025-10-16,B32,P107,33,868,717,984,10,1
2025-04-05,B28,P110,58,1036,762,177,4,0
2025-08-04,B50,P113,70,985,771,714,8,0
2025-09-11,B25,P115,45,361,310,193,9,0
2025-10-10,B29,P103,76,957,717,318,10,1
2025-02-10,B50,P112,46,784,667,514,2,0
2025-11-03,B13,P102,39,814,666,634,11,1
2025-05-05,B05,P119,13,218,167,871,5,0
2025-06-15,B28,P111,77,304,236,917,6,0
2025-03-20,B50,P107,24,250,177,451,3,1
2025-06-15,B41,P119,79,689,498,109,6,0
2025-06-29,B11,P113,72,921,715,260,6,0
2025-11-20,B21,P101,135,810,623,733,11,1
2025-04-20,B15,P101,30,913,653,871,4,0
2025-07-04,B08,P101,48,336,268,205,7,0
2025-10-11,B20,P117,105,833,685,658,10,1
2025-12-06,B07,P105,54,641,464,704,12,1
